証券コード	EDINETコード	会社名	業種	取引所	書類種類	決算日	提出日	訂正報告書	監査法人	会計方式
8364.0	E03572	㈱清水銀行	銀行業	東証一部	有価証券報告書	20190331	20190621	--	有限責任あずさ監査法人	日本基準
8361.0	E03568	㈱大垣共立銀行	銀行業	東証一部、名証一部	有価証券報告書	20190331	20190619	--	有限責任あずさ監査法人	日本基準
8362.0	E03567	㈱福井銀行	銀行業	東証一部	有価証券報告書	20190331	20190624	--	有限責任あずさ監査法人	日本基準
8338.0	E03552	㈱筑波銀行	銀行業	東証一部	有価証券報告書	20190331	20190625	--	有限責任あずさ監査法人	日本基準
8345.0	E03543	㈱岩手銀行	銀行業	東証一部	有価証券報告書	20190331	20190621	--	有限責任あずさ監査法人	日本基準
3034.0	E03476	クオールホールディングス㈱	小売業	東証一部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	日本基準
3397.0	E03468	㈱トリドールホールディングス	小売業	東証一部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	IFRS基準
3360.0	E03450	シップヘルスケアホールディングス㈱	卸売業	東証一部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	日本基準
2753.0	E03398	㈱あみやき亭	小売業	東証一部、名証一部	有価証券報告書	20190331	20190628	--	有限責任あずさ監査法人	日本基準
7637.0	E03332	白銅㈱	卸売業	東証一部	有価証券報告書	20190331	20190628	--	ＰｗＣあらた有限責任監査法人	日本基準
7550.0	E03291	㈱ゼンショーホールディングス	小売業	東証一部	有価証券報告書	20190331	20190624	--	ＰｗＣあらた有限責任監査法人	日本基準
7508.0	E03267	㈱Ｇ－７ホールディングス	小売業	東証一部	有価証券報告書	20190331	20190628	--	有限責任あずさ監査法人	日本基準
7421.0	E03236	カッパ・クリエイト㈱	小売業	東証一部	有価証券報告書	20190331	20190620	--	有限責任あずさ監査法人	日本基準
7412.0	E03231	㈱アトム	小売業	東証二部、名証二部	有価証券報告書	20190331	20190614	--	有限責任あずさ監査法人	日本基準
9990.0	E03225	㈱サックスバー　ホールディングス	小売業	東証一部	有価証券報告書	20190331	20190625	--	有限責任あずさ監査法人	日本基準
9900.0	E03178	㈱サガミホールディングス	小売業	東証一部、名証一部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	日本基準
9890.0	E03166	㈱マキヤ	小売業	ＪＱＳ	有価証券報告書	20190331	20190628	--	有限責任あずさ監査法人	日本基準
9854.0	E03148	愛眼㈱	小売業	東証一部	有価証券報告書	20190331	20190628	--	有限責任あずさ監査法人	日本基準
9831.0	E03139	㈱ヤマダ電機	小売業	東証一部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	日本基準
8282.0	E03128	㈱ケーズホールディングス	小売業	東証一部	有価証券報告書	20190331	20190626	--	有限責任あずさ監査法人	日本基準
8096.0	E03126	兼松エレクトロニクス㈱	情報・通信業	東証一部	有価証券報告書	20190331	20190620	--	ＰｗＣあらた有限責任監査法人	日本基準
8219.0	E03124	青山商事㈱	小売業	東証一部	有価証券報告書	20190331	20190628	--	有限責任あずさ監査法人	日本基準
8214.0	E03116	㈱ＡＯＫＩホールディングス	小売業	東証一部	有価証券報告書	20190331	20190627	--	ＰｗＣあらた有限責任監査法人	日本基準
8207.0	E03108	テンアライド㈱	小売業	東証一部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	日本基準
8163.0	E03090	ＳＲＳホールディングス㈱	小売業	東証一部	有価証券報告書	20190331	20190628	--	有限責任あずさ監査法人	日本基準
8135.0	E03076	ゼット㈱	卸売業	東証二部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	日本基準
8130.0	E03071	㈱サンゲツ	卸売業	東証一部、名証一部	有価証券報告書	20190331	20190620	--	ＰｗＣあらた有限責任監査法人	日本基準
8252.0	E03040	㈱丸井グループ	小売業	東証一部	有価証券報告書	20190331	20190620	--	有限責任あずさ監査法人	日本基準
8242.0	E03020	エイチ・ツー・オー　リテイリング㈱	小売業	東証一部	有価証券報告書	20190331	20190620	訂正(2019/07/04)	有限責任あずさ監査法人	日本基準
3388.0	E02992	明治電機工業㈱	卸売業	東証一部	有価証券報告書	20190331	20190625	--	有限責任あずさ監査法人	日本基準
2784.0	E02962	アルフレッサ　ホールディングス㈱	卸売業	東証一部	有価証券報告書	20190331	20190626	--	有限責任あずさ監査法人	日本基準
2760.0	E02955	東京エレクトロン　デバイス㈱	卸売業	東証一部	有価証券報告書	20190331	20190619	--	有限責任あずさ監査法人	日本基準
2737.0	E02946	㈱トーメンデバイス	卸売業	東証一部	有価証券報告書	20190331	20190625	--	ＰｗＣあらた有限責任監査法人	日本基準
2715.0	E02941	エレマテック㈱	卸売業	東証一部	有価証券報告書	20190331	20190626	--	ＰｗＣあらた有限責任監査法人	日本基準
2714.0	E02940	プラマテルズ㈱	卸売業	ＪＱＳ	有価証券報告書	20190331	20190621	--	有限責任あずさ監査法人	日本基準
7602.0	E02895	㈱カーチスホールディングス	卸売業	東証二部	有価証券報告書	20190331	20190628	訂正(2019/07/05)	ＰｗＣあらた有限責任監査法人	日本基準
7570.0	E02879	橋本総業ホールディングス㈱	卸売業	東証一部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	日本基準
7483.0	E02840	㈱ドウシシャ	卸売業	東証一部	有価証券報告書	20190331	20190628	--	有限責任あずさ監査法人	日本基準
7472.0	E02833	㈱鳥羽洋行	卸売業	ＪＱＳ	有価証券報告書	20190331	20190621	訂正(2019/06/25)	有限責任あずさ監査法人	日本基準
7467.0	E02828	萩原電気ホールディングス㈱	卸売業	東証一部、名証一部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	日本基準
	E02819	興和㈱	非公開	非上場	有価証券報告書	20190331	20190628	--	有限責任あずさ監査法人	日本基準
3153.0	E02812	八洲電機㈱	卸売業	東証一部	有価証券報告書	20190331	20190625	--	有限責任あずさ監査法人	日本基準
7433.0	E02802	伯東㈱	卸売業	東証一部	有価証券報告書	20190331	20190626	--	有限責任あずさ監査法人	日本基準
9986.0	E02779	蔵王産業㈱	卸売業	東証一部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	日本基準
3598.0	E02773	山喜㈱	繊維製品	東証二部	有価証券報告書	20190331	20190626	--	有限責任あずさ監査法人	日本基準
9913.0	E02752	日邦産業㈱	卸売業	ＪＱＳ	有価証券報告書	20190331	20190624	--	有限責任あずさ監査法人	日本基準
9882.0	E02735	㈱イエローハット	卸売業	東証一部	有価証券報告書	20190331	20190620	--	ＰｗＣあらた有限責任監査法人	日本基準
9889.0	E02729	ＪＢＣＣホールディングス㈱	情報・通信業	東証一部	有価証券報告書	20190331	20190621	訂正(2019/06/24)	ＰｗＣあらた有限責任監査法人	日本基準
8249.0	E02696	㈱テクノアソシエ	卸売業	東証二部	有価証券報告書	20190331	20190614	--	有限責任あずさ監査法人	日本基準
8285.0	E02692	三谷産業㈱	卸売業	東証一部、名証一部	有価証券報告書	20190331	20190618	--	有限責任あずさ監査法人	日本基準
4956.0	E02686	コニシ㈱	化学	東証一部	有価証券報告書	20190331	20190621	--	有限責任あずさ監査法人	日本基準
8154.0	E02676	加賀電子㈱	卸売業	東証一部	有価証券報告書	20190331	20190627	--	ＰｗＣあらた有限責任監査法人	日本基準
8153.0	E02675	㈱モスフードサービス	卸売業	東証一部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	日本基準
	E02674	日本アルコール販売㈱	非公開	非上場	有価証券報告書	20190331	20190628	--	有限責任あずさ監査法人	日本基準
8035.0	E02652	東京エレクトロン㈱	電気機器	東証一部	有価証券報告書	20190331	20190618	--	有限責任あずさ監査法人	日本基準
8117.0	E02642	中央自動車工業㈱	卸売業	東証二部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	日本基準
8115.0	E02639	ムーンバット㈱	卸売業	東証二部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	日本基準
8158.0	E02635	ソーダニッカ㈱	卸売業	東証一部	有価証券報告書	20190331	20190626	--	有限責任あずさ監査法人	日本基準
7459.0	E02632	㈱メディパルホールディングス	卸売業	東証一部	有価証券報告書	20190331	20190626	--	有限責任あずさ監査法人	日本基準
8108.0	E02612	ヤマエ久野㈱	卸売業	福証上場	有価証券報告書	20190331	20190621	--	有限責任あずさ監査法人	日本基準
8044.0	E02575	大都魚類㈱	卸売業	東証二部	有価証券報告書	20190331	20190625	--	有限責任あずさ監査法人	日本基準
8052.0	E02572	椿本興業㈱	卸売業	東証一部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	日本基準
1948.0	E02569	㈱弘電社	建設業	東証二部	有価証券報告書	20190331	20190627	訂正(2019/07/09)	有限責任あずさ監査法人	日本基準
8088.0	E02567	岩谷産業㈱	卸売業	東証一部、名証一部	有価証券報告書	20190331	20190620	--	有限責任あずさ監査法人	日本基準
8078.0	E02554	阪和興業㈱	卸売業	東証一部	有価証券報告書	20190331	20190624	--	有限責任あずさ監査法人	日本基準
3004.0	E02542	神栄㈱	卸売業	東証一部	有価証券報告書	20190331	20190626	--	有限責任あずさ監査法人	日本基準
8065.0	E02535	佐藤商事㈱	卸売業	東証一部	有価証券報告書	20190331	20190621	訂正(2019/07/10)	有限責任あずさ監査法人	日本基準
8075.0	E02522	神鋼商事㈱	卸売業	東証一部	有価証券報告書	20190331	20190626	--	有限責任あずさ監査法人	日本基準
8098.0	E02517	稲畑産業㈱	卸売業	東証一部	有価証券報告書	20190331	20190626	--	有限責任あずさ監査法人	日本基準
8093.0	E02503	極東貿易㈱	卸売業	東証一部	有価証券報告書	20190331	20190620	--	有限責任あずさ監査法人	日本基準
8007.0	E02501	高島㈱	卸売業	東証一部	有価証券報告書	20190331	20190627	--	有限責任あずさ監査法人	日本基準
3851.0	E02489	㈱日本一ソフトウェア	情報・通信業	ＪＱＳ	有価証券報告書	20190331	20190628	--	有限責任あずさ監査法人	日本基準
7832.0	E02481	㈱バンダイナムコホールディングス	その他製品	東証一部	有価証券報告書	20190331	20190624	--	有限責任あずさ監査法人	日本基準
6460.0	E02475	セガサミーホールディングス㈱	機械	東証一部	有価証券報告書	20190331	20190624	--	有限責任あずさ監査法人	日本基準
7844.0	E02467	㈱マーベラス	情報・通信業	東証一部	有価証券報告書	20190331	20190618	訂正(2019/07/05)	有限責任あずさ監査法人	日本基準
7867.0	E02450	㈱タカラトミー	その他製品	東証一部	有価証券報告書	20190331	20190624	--	有限責任あずさ監査法人	日本基準
9697.0	E02417	㈱カプコン	情報・通信業	東証一部	有価証券報告書	20190331	20190618	--	有限責任あずさ監査法人	日本基準
7943.0	E02415	ニチハ㈱	ガラス・土石製品	東証一部、名証一部	有価証券報告書	20190331	20190626	--	有限責任あずさ監査法人	日本基準
7743.0	E02414	㈱シード	精密機器	東証一部	有価証券報告書	20190331	20190627	--	ＰｗＣあらた有限責任監査法人	日本基準
7945.0	E02413	コマニー㈱	その他製品	東証二部、名証二部	有価証券報告書	20190331	20190626	--	有限責任あずさ監査法人	日本基準
